ID,Title,Content,"Short Description",Date,"Post Type",Permalink,"Parent Product ID",Sku,Price,"Regular Price","Sale Price","Stock Status",Stock,"External Product URL","Total Sales","Product Type","Shipping Class","Product Visibility","Image URL","Image Title","Image Caption","Image Description","Image Alt Text","Image Featured","Attachment URL",Brands,"Product categories","Product Tags","POS Product visibility",Status,"Author ID","Author Username","Author Email","Author First Name","Author Last Name",Slug,Format,Template,"Parent Slug",Order,"Comment Status","Ping Status","Post Modified Date",Downloadable,Virtual,"Purchase Note",Featured,Weight,Length,Width,Height,"Sale Price Dates From","Sale Price Dates To","Sold Individually","Manage Stock",Up-Sells,Cross-Sells,"Downloadable Files Paths","Downloadable Files Names","Download Limit","Download Expiry","Download Type","Button Text",Backorders,"Tax Status","Tax Class","Product Image Gallery","Default Attributes","Product Version","Variation Description","Wc Rating Count","Wc Review Count","Wc Average Rating",Children
250,"BLUE - Scotch Bonnet &amp; Caribbean Spices Hot Sauce (Heat Level 5)","<p><img class=""alignnone size-medium wp-image-614"" src=""https://chilisaus.be/wp-content/uploads/2018/07/B01690D1-BDE2-4CCB-B9CA-19613C5D4D8B-262x300.jpeg"" alt="""" width=""262"" height=""300"" /></p>
","<p><strong>Blue – Scotch Bonnet &amp; Caribbean Spices</strong></p>
<p><strong>Ingredients</strong>;</p>
<p>Sweet Peppers, Onions, White Wine Vinegar, Scotch Bonnet Chilli (13%), Birds Eye Chili, Ginger, <strong>CELERY</strong>, Garlic, Lime, Olive Oil, spice mix (0.3%).</p>
<p>Perfect with baked sweet potato, corn on the cob, grilled chicken, tacos, white fish or rice. Delicious just simply added onto a wrap or sandwich.</p>
<p><strong>Heat</strong> <strong>Level</strong> <strong>5</strong></p>
<p><strong>Suitable for Vegans</strong></p>
<p>&nbsp;</p>
<p><strong><em>A word from the creator</em></strong></p>
<p class=""font_8""><em>“ At Crazy Bastard Sauce we produce a range of high quality hot sauces, </em><em>made with oven roasted chilis and fresh natural ingredients. We don’t add refined sugar, bitter extract, thickening agents or dilute with water”</em></p>
",2018-07-10,product,https://chilisaus.be/product/blue-scotch-bonnet-caribbean/,0,,8,8,,instock,4,,77,simple,,rated-5,http://chilisaus.be/wp-content/uploads/2018/07/B01690D1-BDE2-4CCB-B9CA-19613C5D4D8B.jpeg,B01690D1-BDE2-4CCB-B9CA-19613C5D4D8B,,,,http://chilisaus.be/wp-content/uploads/2018/07/B01690D1-BDE2-4CCB-B9CA-19613C5D4D8B.jpeg,,,"Crazy Bastard Sauce (DE)|MEDIUM, Heat Levels 5 - 7","birds eye|caribbean|crazy bastard hot sauce|scotch bonnet|Vegan chili sauce",,publish,4,Kerri,sales@chilisaus.be,Chilisaus,Innes,blue-scotch-bonnet-caribbean,,,0,34,closed,closed,2026-02-20,no,no,,no,,,,,,,no,yes,|||,,,,'-1,'-1,,,no,taxable,standard,,a:0:{},10.5.2,,a:2:{i:4;i:3;i:5;i:5;},8,4.63,
251,"PINK - Chipotle and Pineapple Hot Sauce (Heat Level 4)","<p><img class=""alignnone size-medium wp-image-613"" src=""https://chilisaus.be/wp-content/uploads/2018/07/F7AF181D-03B9-496C-9EA7-A391324D51AF-258x300.jpeg"" alt="""" width=""258"" height=""300"" /></p>
","<p><strong>PINK – Smoked Chipotle &amp; Pineapple </strong></p>
<p><strong>Ingredients</strong>;</p>
<p>Onions, Peppers, Pineapple (17%), White Wine Vinegar, Red Jalapeño, Lime, Smoked Chipotle (1,7%), Olive Oil, Salt</p>
<p>A wonderful combination of flavours with the rich smoky Jalapeno and juicy pineapple. Great on a burger, taco&#8217;s, tosti, chili con carne or any Mexican dishes that require a spicy, sweet, smoky kick.</p>
<p><strong>Heat</strong> <strong>Level</strong> <strong>4</strong></p>
<p><strong>Suitable for Vegans</strong></p>
<p><strong>Awards:</strong></p>
<p>3rd Place winner German Chili Awards 2019 (BBQ category)</p>
<p><em><strong>A word from the creator;</strong></em></p>
<p class=""font_8""><em>“ At Crazy Bastard Sauce we produce a range of high quality hot sauces, </em><em>made with oven roasted chilis and fresh natural ingredients. We don’t add refined sugar, bitter extract, thickening agents or dilute with water”</em></p>
",2018-07-10,product,https://chilisaus.be/product/pink-chipotle-and-pineapple-hot-sauce/,0,,8,8,,instock,6,,100,simple,,rated-4,http://chilisaus.be/wp-content/uploads/2018/07/F7AF181D-03B9-496C-9EA7-A391324D51AF.jpeg,F7AF181D-03B9-496C-9EA7-A391324D51AF,,,,http://chilisaus.be/wp-content/uploads/2018/07/F7AF181D-03B9-496C-9EA7-A391324D51AF.jpeg,,,"Crazy Bastard Sauce (DE)|MILD, Heat Levels 1 - 4","berlin hot sauce|crazy bastard sauce|pineapple hot sauce|smoked chipotle|Vegan hot sauce",,publish,4,Kerri,sales@chilisaus.be,Chilisaus,Innes,pink-chipotle-and-pineapple-hot-sauce,,,0,49,closed,closed,2026-02-19,no,no,,no,,,,,,,no,yes,||,,,,'-1,'-1,,,no,taxable,standard,,a:0:{},10.5.2,,a:3:{i:3;i:1;i:4;i:5;i:5;i:6;},12,4.42,
289,"Carolina Reaper Dried Pods (1.8 million - 2.2million Scoville Heat units)","<p style=""padding-left: 40px""><img class=""alignnone size-medium wp-image-290"" src=""https://chilisaus.be/wp-content/uploads/2018/08/E5BEAB43-C018-4128-9D64-08DEC7E111CF-300x211.jpeg"" alt="""" width=""300"" height=""211"" /></p>
","<p><strong>Carolina Reaper Dried Peppers</strong></p>
<p>1.8 million – 2.2million Scoville Heat units</p>
<p>A bag of 10 &#8211; 12 Carolina Reaper Peppers</p>
<p><strong>The</strong> <strong>W</strong><strong>orld’s</strong> <strong>strongest</strong> <strong>Chili</strong> <strong>Pepper –</strong> <strong>to</strong> <strong>be</strong> <strong>used</strong> <strong>with</strong> <strong>caution! </strong></p>
<p>Fresh peppers are not always easy to come by, so using dried Carolina Reapers can be a quick and easy replacement for a SUPER hot addition to any meal.</p>
<p>You can just slice them up as they are, crush them into a powder or you can rehydrate them by soaking them in a bowl of hot water for about 10 minutes until they soften.</p>
<p><strong>Suitable for Vegans</strong></p>
<p>&nbsp;</p>
",2018-08-28,product,https://chilisaus.be/product/carolina-reaper-dried-peppers/,0,,10,10,,instock,4,,256,simple,,rated-5,http://chilisaus.be/wp-content/uploads/2018/08/E5BEAB43-C018-4128-9D64-08DEC7E111CF.jpeg|http://chilisaus.be/wp-content/uploads/2018/08/D00EF5AD-644D-4DA6-B887-575B1036881C-scaled.jpeg,E5BEAB43-C018-4128-9D64-08DEC7E111CF|D00EF5AD-644D-4DA6-B887-575B1036881C,|,|,|,http://chilisaus.be/wp-content/uploads/2018/08/E5BEAB43-C018-4128-9D64-08DEC7E111CF.jpeg,,,"Dried Chilies - Pods, Flakes &amp; Powders|SUPERHOT, Heat Levels 11 - 20|VERY HOT, Heat Level 10","carolina reaper|dried peppers|hottest pepper in the world",,publish,4,Kerri,sales@chilisaus.be,Chilisaus,Innes,carolina-reaper-dried-peppers,,,0,35,closed,closed,2026-02-19,no,no,,no,,,,,,,no,yes,,|||,,,'-1,'-1,,,no,taxable,standard,1126,a:0:{},10.5.2,,a:2:{i:4;i:1;i:5;i:10;},11,4.91,
387,"""God Slayer"" EXTREME Hot Sauce (Heat Level 15)","<ol>
 	<li>‏<img class=""alignnone size-medium wp-image-388"" src=""https://chilisaus.be/wp-content/uploads/2018/11/10C2580B-E210-4CBD-9512-D8C326BBBC35-300x300.png"" alt="""" width=""300"" height=""300"" /></li>
</ol>","<strong>“God Slayer” EXTREME Hot Sauce  </strong>

<strong>** <em>NEW RECIPE</em> ** <em>Now with 9 Million Scoville Capsaicin – previously 6.4 Million!</em></strong>

<strong>Ingredients;</strong>

Tomato, Cider Vinegar, Garlic, <strong>BOURBON</strong>, Lime Juice, Carolina Reaper, Habanero, 9 Million Scoville Capsaicin, Salt, Herbs
<div class=""dhvc_woo_product_page_acf_field "">

Bursting with garlic and fresh lime to begin, an intense building heat soon follows. It’s a slow builder, taking it’s time to peak – followed on by a good long lasting burn. Enjoy it and give it the time it deserves to develop.

Certainly not for the feint hearted or those not experienced with Chili Peppers and their extreme heats..

</div>
<div class=""dhvc_woo_product_page_custom_field dhvc_woo_product-meta-field-heat_scale heatscale vc_custom_1520979219533"">60ml</div>
<div></div>
<div><strong>Heat level 15</strong></div>
<div></div>
<div><strong>Suitable for Vegans</strong></div>
<div></div>
DISCLAIMER
chilisaus.be accept no responsibility for the misuse of this product.
Avoid contact with skin, eyes and sensitive areas.

&nbsp;",2018-11-17,product,https://chilisaus.be/product/god-slayer/,0,,25,25,,outofstock,,,145,simple,,outofstock|rated-5,http://chilisaus.be/wp-content/uploads/2018/11/10C2580B-E210-4CBD-9512-D8C326BBBC35.png,10C2580B-E210-4CBD-9512-D8C326BBBC35,,,,http://chilisaus.be/wp-content/uploads/2018/11/10C2580B-E210-4CBD-9512-D8C326BBBC35.png,,,"SUPERHOT, Heat Levels 11 - 20|Wiltshire Chilli Farm (UK)","9 million scoville hot sauce|Chili Extract|god slayer|Scoville",,publish,4,Kerri,sales@chilisaus.be,Chilisaus,Innes,god-slayer,,,0,40,open,closed,2026-02-23,no,no,,no,,,,,,,no,no,|,,,,'-1,'-1,,,no,taxable,standard,,a:0:{},10.5.2,,a:2:{i:4;i:1;i:5;i:13;},14,4.93,
391,"ORANGE - Ghost Pepper & Mango Hot Sauce (Heat Level 9 - 10)","<blockquote><img class=""alignnone size-medium wp-image-610"" src=""https://chilisaus.be/wp-content/uploads/2018/11/224B8BC7-2BA8-4D24-9D10-2337753EFC5C-300x271.jpeg"" alt="""" width=""300"" height=""271"" /></blockquote>","<strong>ORANGE</strong> – <strong>Ghost</strong> <strong>Pepper</strong> <strong>and</strong> <strong>Mango</strong>

<strong>Ingredients</strong>;

Peppers, Onion, Vinegar, Mango (12%) Apple, Ghost pepper (7%) Lime, Olive Oil, Cumin, Sea Salt.

Fruity and exotic with warming notes of cumin. Well balanced flavour and heat combo.

Great with Curry and Rice dishes, Noodles, Kebab or Burger.

<strong>Heat</strong> <strong>level</strong> <strong>10</strong>

<strong>Suitable for Vegans</strong>

<strong><em>A word from the creator;</em></strong>
<p class=""font_8""><em>“ At Crazy Bastard Sauce we produce a range of high quality hot sauces, made with oven roasted chilis and fresh natural ingredients. We don’t add refined sugar, bitter extract, thickening agents or dilute with water”</em></p>",2018-11-17,product,https://chilisaus.be/product/orange-ghost-pepper-and-mango-hot-sauce/,0,,10,10,,instock,4,,100,simple,,rated-5,http://chilisaus.be/wp-content/uploads/2018/11/BF31D635-7EFA-4DEC-8540-0463271ECE7A.jpeg|http://chilisaus.be/wp-content/uploads/2018/11/9ACE2268-B271-4BF7-84D2-D473F8840EE5.jpeg|http://chilisaus.be/wp-content/uploads/2018/11/224B8BC7-2BA8-4D24-9D10-2337753EFC5C.jpeg,BF31D635-7EFA-4DEC-8540-0463271ECE7A|9ACE2268-B271-4BF7-84D2-D473F8840EE5|224B8BC7-2BA8-4D24-9D10-2337753EFC5C,||,||,||,http://chilisaus.be/wp-content/uploads/2018/11/BF31D635-7EFA-4DEC-8540-0463271ECE7A.jpeg,,,"Crazy Bastard Sauce (DE)|HOT, Heat Levels 8 - 9|VERY HOT, Heat Level 10","chili sauce|crazy b sauce|crazy bastard sauce|ghost pepper and Mango|orange label",,publish,4,Kerri,sales@chilisaus.be,Chilisaus,Innes,orange-ghost-pepper-and-mango-hot-sauce,,,0,48,open,closed,2026-02-19,no,no,,no,,,,,,,no,yes,||,,,,'-1,'-1,,,no,taxable,standard,,a:0:{},10.5.2,,a:2:{i:4;i:1;i:5;i:5;},6,4.83,
522,"Mexican Smoked Chipotle Dried Pods (2500 - 8000 Scoville Heat units)","<p><img class=""alignnone size-medium wp-image-523"" src=""https://chilisaus.be/wp-content/uploads/2019/04/image-225x300.png"" alt="""" width=""225"" height=""300"" /></p>
","<p><strong>Dried Smoked Chipotle Peppers</strong></p>
<p>2500 – 8000 Scoville Heat units</p>
<p>Chipotle Morita Peppers begin life as a Red Jalapeño. They go through a special process of drying and smoking, to then become, the famously known, Chipotle. A typical Pepper used in a lot of Mexican dishes.</p>
<p>These delicious Peppers were grown under the hot Portuguese sun. They have a rich dark colour, intensely smoky smell and a beautiful, smokey, medium spicy flavour. We just love them!</p>
<p>Fresh peppers are not always easy to come by, so using dried Chipotles can be a quick and easy replacement for an authentic blast of Smokey Mexican heat.</p>
<p>You can just slice them up as they are, crush them into a powder or you can rehydrate them by soaking them in a bowl of hot water for about 10 minutes until they soften.</p>
<p><strong>Suitable for Vegans</strong></p>
<p><strong>12 Peppers per order</strong></p>
<p>&nbsp;</p>
",2019-04-15,product,https://chilisaus.be/product/mexican-smoked-chipotle-peppers/,0,,8,8,,instock,1,,40,simple,,rated-5,http://chilisaus.be/wp-content/uploads/2019/04/image.png|http://chilisaus.be/wp-content/uploads/2019/04/morita-chipotle-chiles-peppers-main.jpg,"image|morita -chipotle-chiles-peppers-main",|,|,|,http://chilisaus.be/wp-content/uploads/2019/04/image.png,,,"Dried Chilies - Pods, Flakes &amp; Powders|MEDIUM, Heat Levels 5 - 7","chipotle|dried jalapeño|Mexican|smoked",,publish,4,Kerri,sales@chilisaus.be,Chilisaus,Innes,mexican-smoked-chipotle-peppers,,,0,47,closed,closed,2026-01-20,no,no,,no,,,,,,,no,yes,||,||,,,'-1,'-1,,,no,taxable,standard,2818,a:0:{},10.3.7,,a:2:{i:4;i:1;i:5;i:2;},3,4.67,
589,"Coffee &amp; Ghost Pepper Seasoning Rub BACK IN STOCK  (Heat Level 8)","<blockquote><img class=""alignnone size-medium wp-image-590"" src=""https://chilisaus.be/wp-content/uploads/2019/04/04908632-C09A-4C25-A757-DD8037F6DE56-200x300.jpeg"" alt="""" width=""200"" height=""300"" /></blockquote>","<strong>Black</strong> <strong>Coffee</strong> <strong>&amp;</strong> <strong>Ghost</strong> <strong>Pepper</strong> <strong>Seasoning Rub</strong>

*Now in handy air tight, zip lock packaging

<strong>Ingredients</strong>;

Fair Trade Medium-Roast Coffee (20%), Black Pepper, Cacao, Cumin, Sea Salt, Ghost Pepper, Brown Sugar, Cocoa, <strong>Mustard</strong> Seed, Coriander, Chipotle.

Using top quality Coffee, smoked Chipotle and Ghost pepper, this is a very clever flavour combination.

<em>A great secret ingredient.</em>
<div class=""dhvc_woo_product_page_acf_field "">

Seasoning for your steak / meats. Delicious on chicken and fish. A sprinkle adds another flavour dimension to any sauce. Great for the wok, tofu or on oven roasted potatoes / veggies.

</div>
<strong>Heat</strong> <strong>level</strong> <strong>8</strong>

<strong>Suitable for Vegans</strong>",2019-04-22,product,https://chilisaus.be/product/black-coffee-ghost-rub/,0,,8,8,,instock,6,,88,simple,,rated-5,http://chilisaus.be/wp-content/uploads/2019/04/Coffee-rub-WCF-new.webp|http://chilisaus.be/wp-content/uploads/2020/11/coffee-rub.jpg|http://chilisaus.be/wp-content/uploads/2020/11/BBQ-Beef-garlic-salt-and-fruity.jpg|http://chilisaus.be/wp-content/uploads/2019/04/04908632-C09A-4C25-A757-DD8037F6DE56.jpeg,"Coffee rub WCF new|coffee rub|BBQ-Beef garlic salt and fruity|04908632-C09A-4C25-A757-DD8037F6DE56",|||,|||,|||,http://chilisaus.be/wp-content/uploads/2019/04/Coffee-rub-WCF-new.webp,,,"HOT, Heat Levels 8 - 9|Salts, Seasonings &amp; Rubs|Wiltshire Chilli Farm (UK)","coffee|ghost pepper",,publish,4,Kerri,sales@chilisaus.be,Chilisaus,Innes,black-coffee-ghost-rub,,,0,30,open,closed,2026-02-07,no,no,,no,,,,,,,no,yes,,,,,'-1,'-1,,,no,taxable,standard,"1906,1975",,10.3.7,,a:1:{i:5;i:12;},12,5.00,
621,"Happy Hatter Hot Sauce - ORIGINAL  (Heat Level 6)",,"<strong>Happy Hatter Hot Sauce – ORIGINAL </strong>

<em>As featured on popular TV cooking program “Dagelijkse Kost” (“daily dish”) </em>

<i>Used personally by celebrity TV chef Jeroen Meus. </i>

<strong>Ingredients</strong>;

Tomato, Peach, Red Onion, Chili peppers<span class=""Apple-converted-space""> </span>(Madame Jeanette 75%, Birds eye 25%)<span class=""Apple-converted-space""> G</span>arlic, Apple, Vinegar, Cane Sugar, Lime, Salt, Celery, Herbs.

<em>Proud to stock our first ever Belgian produced hot sauce, by creator Wim Daans. </em>

<em>This is a great example of how a hot sauce should be made and we are happy to welcome The Happy Hatter on board! </em>

<em>A tomato based sauce, with a hint of peachy sweetness and just the right amount of Madame Jeanette peppers for that fruity, spicy kick. It is very well balanced and warms your mouth nicely without setting it on fire.</em>

Perfect for spaghetti sauce, delicious on a burger / veggie burger or a pizza. Add into tomato salsa or mayo to kick start your dip sauces. Great in the wok, with noodles / rice or add a splash into your smoothie mix. A great little boost to start the day!

<strong>Heat</strong> <strong>level</strong> <strong>6</strong>

<strong>Suitable for Vegans</strong>",2019-04-23,product,https://chilisaus.be/product/happy-hatter-hot-sauce/,0,,8,8,,instock,10,,325,simple,,rated-5,http://chilisaus.be/wp-content/uploads/2019/04/hh-new-profile.jpg|http://chilisaus.be/wp-content/uploads/2019/04/23249B72-6296-4066-99FE-1769BE339D00.jpeg|http://chilisaus.be/wp-content/uploads/2019/04/17DD8951-0808-4903-BDA5-C9411C498EFA.jpeg|http://chilisaus.be/wp-content/uploads/2019/04/379C54B6-7FCD-4525-ADFE-515E0B1828A1.jpeg|http://chilisaus.be/wp-content/uploads/2019/04/D4A6A592-7B19-4BAF-8783-0D2A8D4D706B.jpeg|http://chilisaus.be/wp-content/uploads/2019/04/hh-new.jpg|http://chilisaus.be/wp-content/uploads/2019/04/34A44BB8-94D1-424A-812E-25BC0CBE4C35-scaled.jpeg|http://chilisaus.be/wp-content/uploads/2019/04/31F7208D-9D61-4280-AC3E-04F5DB2C674A.jpeg,"hh new profile|23249B72-6296-4066-99FE-1769BE339D00|17DD8951-0808-4903-BDA5-C9411C498EFA|379C54B6-7FCD-4525-ADFE-515E0B1828A1|D4A6A592-7B19-4BAF-8783-0D2A8D4D706B|hh new|34A44BB8-94D1-424A-812E-25BC0CBE4C35|31F7208D-9D61-4280-AC3E-04F5DB2C674A",|||||||,|||||||,|||||||,http://chilisaus.be/wp-content/uploads/2019/04/hh-new-profile.jpg,,,"Happy Hatter Hot Sauce (BE)|MEDIUM, Heat Levels 5 - 7","aarschot hot sauce|Belgium|belgium hot sauce|Dagelijkse kost|happy hatter hot sauce|Madame Jeanette",,publish,4,Kerri,sales@chilisaus.be,Chilisaus,Innes,happy-hatter-hot-sauce,,,0,43,open,closed,2026-02-19,no,no,,no,,,,,,,no,yes,,,,,'-1,'-1,,,no,none,,"624,631,916,917,2090",,10.5.2,,a:2:{i:4;i:5;i:5;i:20;},25,4.80,
644,"Trinidad Scorpion - AS FEATURED ON ""HOT ONES"" (Heat Level 10) 140ml",,"<h3>Trinidad Scorpion</h3>
<h5></h5>
<h6>Ingredients;</h6>
Cider Vinegar, Sugar, Trinidad Scorpion Pepper, Red Peppers, Salt

With a sting in its tail, this super hot Trinidad Scorpion Sauce is a true experience to behold. Juicy and sweet to begin, building heat and a great long lasting burn. Not one for the faint hearted.

Vibrant red in colour, this Scorpion has a bite!
<div>Delicious in Spaghetti, great with fried Chicken, noodles, rice or any Asian dishes.</div>
<div></div>
<div>
<h4 style=""text-align: center;""><strong><em>As Featured On Hot Ones </em></strong></h4>
<div style=""text-align: center;""><em><strong>Hot Ones</strong> – the famous<strong> YouTube</strong> show where celebrities eat wings with different heat levels of hot sauces on, while answering awkward questions about their lives!</em></div>
<div></div>
<div style=""text-align: center;""><em>Our Trinidad Scorpion was Sauce<strong> Number 7</strong> on the line up of <strong>Season 9,</strong> rating in at a whopping <strong>104,000</strong> Scoville Heat Units. </em></div>
<div style=""text-align: center;""><em>Officially tested by the show themselves!</em></div>
<div></div>
<div style=""text-align: center;""><em>It took every celebrity by surprise – you can find all the clips on You Tube! </em></div>
</div>
<div>
<p style=""text-align: center;""><em>Celebrities who have tasted our sauce include; </em></p>
<p style=""text-align: center;""><strong><em>Halle Berry, Idris Elba, Stone Cold Steve Austin, Trevor Noah, Kristen Bell and The Jonas Brothers</em></strong></p>

</div>
<div><strong>Heat</strong> <strong>level</strong> <strong>10</strong></div>
<div></div>
<div><strong>Suitable</strong> <strong>for Vegans</strong></div>
<div></div>
&nbsp;",2019-05-04,product,https://chilisaus.be/product/trinidad-scorpion/,0,,12,12,,instock,12,,250,simple,,rated-5,http://chilisaus.be/wp-content/uploads/2020/10/img_2175.jpeg|http://chilisaus.be/wp-content/uploads/2019/05/TS-2.jpg|http://chilisaus.be/wp-content/uploads/2020/11/baked-eggs-TS.jpg|http://chilisaus.be/wp-content/uploads/2019/05/140ml_scorpion-wcf.webp|http://chilisaus.be/wp-content/uploads/2019/05/0B4BAFAD-2304-42A6-9B49-869318CB6690.png|http://chilisaus.be/wp-content/uploads/2019/05/TS.jpg,"img_2175|TS 2|baked-eggs- TS|140ml_scorpion wcf|0B4BAFAD-2304-42A6-9B49-869318CB6690|TS",|||||,|||||,|||||,http://chilisaus.be/wp-content/uploads/2020/10/img_2175.jpeg,,,"VERY HOT, Heat Level 10|Wiltshire Chilli Farm (UK)","hot ones|scorpion hot sauce|Scoville|trinidad scorpion|wiltshire chilli farm",,publish,4,Kerri,sales@chilisaus.be,Chilisaus,Innes,trinidad-scorpion,,,0,59,open,closed,2026-02-19,no,no,,no,,,,,,,no,yes,|||,|,,,'-1,'-1,,,no,taxable,standard,"1853,1974,5901",,10.5.2,,a:2:{i:4;i:1;i:5;i:16;},17,4.94,
771,"""Regret"" SUPER EXTREME Hot Sauce (Heat Level 20)","<img class=""alignnone size-medium wp-image-772"" src=""https://chilisaus.be/wp-content/uploads/2019/09/image-300x300.png"" alt="""" width=""300"" height=""300"" />","<strong>Regret Hot Sauce</strong>

<strong>Ingredients</strong>;

Tomato, Cider Vinegar, <strong>Bourbon</strong>, Garlic, Lime, Ghost Pepper, Habanero, 12 million Scoville Pure Capsaicin, Salt, Herbs.

A blend of garlic, herbs, tomato, lime and a <em>completely crazy</em> heat level – courtesy of the 12 Million Scoville pure Capsaicin.

This sauce gives a great blast of garlic at the start, swiftly followed by a build up of crazy intense heat. It does build slowly, so let it reach it’s peak.

Absolutely not for the faint hearted. Give this one time to evolve and you will really love it, to be used in small amounts.

<b><i>How to Use; </i></b>You can use it in the same was as regular hot sauces, just a smaller quantity is required. Add a few drops into sauces, soups or pasta dishes. Huge heat with a great afterburn.

60ml

<strong>Heat level 20 </strong>

<strong>Suitable for Vegans</strong>

DISCLAIMER;

Chilisaus.be accept no responsibility for the misuse of this product. Avoid direct contact with skin, eyes and ALL sensitive areas.

&nbsp;

&nbsp;",2019-09-03,product,https://chilisaus.be/product/regret-extreme-hot-sauce/,0,,30,30,,outofstock,0,,279,simple,,outofstock|rated-5,http://chilisaus.be/wp-content/uploads/2019/09/image.png|http://chilisaus.be/wp-content/uploads/2019/09/regret.jpg|http://chilisaus.be/wp-content/uploads/2020/11/meatballs-regret.png,"image|regret|meatballs regret",||,||,||,http://chilisaus.be/wp-content/uploads/2019/09/image.png,,,"SUPERHOT, Heat Levels 11 - 20|Wiltshire Chilli Farm (UK)","12 million scoville|extract hot sauce|ghost|habanero|heetste|regret|Scoville|superhot sauce|wiltshire chilli farm",,publish,4,Kerri,sales@chilisaus.be,Chilisaus,Innes,regret-extreme-hot-sauce,,,0,52,open,closed,2026-02-19,no,no,,no,,,,,,,no,yes,|,,,,'-1,'-1,,,no,taxable,standard,"1852,1978",,10.5.2,,a:3:{i:3;i:1;i:4;i:1;i:5;i:12;},14,4.79,
910,"Happy Hatter Hot Sauce - SMOKED (Heat Level 6)",,"<strong>Happy Hatter Hot Sauce – SMOKED  </strong>

<strong>Ingredients;</strong>

Forest Fruits, Red Port Wine, Red Wine Vinegar, Dates,<strong> Blossom Honey</strong>, Ghost Peppers, Red Onion, Shallots, Garlic, Chipotle Powder, Smoked Paprika, Olive Oil, Salt. <strong>(Red wine vinegar contains sulphites) </strong>

<em>This is the second creation from our new Belgian producer </em><em>and we are very excited to have it in our range. </em>

<em>This time he’s gone for a rich smokey hot sauce and we are glad he did. It is sweet, smokey and delicious! </em>

<em>His first sauce was a huge success – I’m sure you can’t wait to try this one.</em>

Packed with Ghost Peppers, Mexican smoked Chipotle and juicy Forest Fruits. Decadent, full bodied, silky and smooth with a great long lasting spicy finish. This is a truly delicious sauce, perfectly balanced ingredients quickly make this one addictive.

Try with Venison, Steak, Pulled Pork, Chili con Carne, BBQ, Burger / Veggie Burger, Mexican food

<strong>Heat Level 7</strong>

<strong>NOT suitable for Vegans (contains Honey) </strong>",2019-11-23,product,https://chilisaus.be/product/smoked-happy-hatter-hot-sauce/,0,,8,8,,instock,9,,148,simple,,rated-5,http://chilisaus.be/wp-content/uploads/2019/11/2A6732F0-060D-4FF2-B25A-6FEE25493338-scaled.jpeg|http://chilisaus.be/wp-content/uploads/2019/11/21CF1123-9905-4C17-AE11-EAA5C3920C9B-scaled.jpeg|http://chilisaus.be/wp-content/uploads/2019/11/E87377D3-B718-4E67-B359-5AF48AB5BD60-scaled.jpeg|http://chilisaus.be/wp-content/uploads/2019/11/7AD8203F-C709-40B1-A0A7-D4E87F2418C8.jpeg|http://chilisaus.be/wp-content/uploads/2019/11/FA45BDAC-2484-46D5-81D0-236BB40E11A8.jpeg,2A6732F0-060D-4FF2-B25A-6FEE25493338|21CF1123-9905-4C17-AE11-EAA5C3920C9B|E87377D3-B718-4E67-B359-5AF48AB5BD60|7AD8203F-C709-40B1-A0A7-D4E87F2418C8|FA45BDAC-2484-46D5-81D0-236BB40E11A8,||||,||||,||||,http://chilisaus.be/wp-content/uploads/2019/11/2A6732F0-060D-4FF2-B25A-6FEE25493338-scaled.jpeg,,,"Happy Hatter Hot Sauce (BE)|MEDIUM, Heat Levels 5 - 7","Belgium|belgium hot sauce|chipotle|ghost pepper|happy hatter hot sauce|smoked",,publish,4,Kerri,sales@chilisaus.be,Chilisaus,Innes,smoked-happy-hatter-hot-sauce,,,0,21,closed,closed,2026-02-19,no,no,,no,,,,,,,no,yes,,,,,'-1,'-1,,,no,taxable,standard,"911,913,915",,10.5.2,,a:2:{i:4;i:3;i:5;i:3;},6,4.50,
